SPEC_NUMBER,SK_NUMBER,AMENDMENT_NO,DRG._NUMBER,QUANTITY,ITEM_NUMBER,ALT_NUMBER,REV_NUMBER,DRAWING_ATTACHED,OTHER_SPECIFICATION,REST_DATA
,SK-6-3-425 ,,Drg ICF/SK-6-3-42,,,Alt m/7 . ,,No,HIPS 25 ICF 5 ,Push Type Flush Valve Made high Impact Polystyrene Material lavatory passenger coaches inner threads per CDC RV RNS similar approved ICF 
,,,,,,alt Black Decker Chicago Pneumatic ,,No,Dew 1 Dew 2 class 8.8 8.8 16 Tightening 350 speed 7000 7000 1 load 15 load .31 load .8 per -2.4 Holder- 1 Holder- 2 thread 1 thread 4 inner 10 ,Impact pneumatic Wrench spec Screw diameter quality Max Direction air consumption Weight kg Approximately 1/2 external square Connecting NPT hose Bosch 
,,,,,,,,No,nut 16 class 10 ,Nylock High tensile quality property prevalling torque Unbrako 
,,,,,,,,No,Cappacity- 500 Resoulution 50 pan/platformtolerance 10 percent 700 percent 700 ,Electronic Weighing Scale platform class kg 
,,,drg no.3 ,,,,,No,cock 1 part 023017000 Cock 1 g1-dn 25 ii 50176 ii 1 ii 1 KB 4465 KB 2 ,Isolating LHB coaches Faiveley Knorr Bremse e Escorts 
,,,,,,,,No,Glove 100 specification 1 GNF 1513 1513 15 Mil 13 Size 2 Compound 3 Series 4 4.Thickness 0.38 0.38 33 . 5 Green 6 Straight 7 Diamond 8 ,Hand percent NITRILE CE Certified As per size Flocklined L Specially formulated Nitrile Cotton Flocklined GNF Series Pattern Recessed DPL Safetywere JT Labor 
,,,,,,,,No,part 727102000 ,Supporting Device CPL Faiveley LHB CBC use 
,,,,,,,,No,crush 100 size- 17 17 5.1 17 2 x5.1/2 13 ,Head Rest Cover Stitching percent polyester Color Light green LHB shatabadi AC chair car 
,,,drg no.3 ,,,,,No,cock 1 part 023017000 Cock 1 g1-dn 25 ii 50176 ii 1 ii 1 KB 4465 KB 2 ,Isolating LHB coaches Faiveley Knorr Bremse e Escorts 
,,,,,,,,No,-PBACM 254 -PBACM 130 Part .4 Part 125187 ,Brake FTIL For Hand Brake LHB Power car 
,,,,,,,,No,Consisting 04 ,A Set different Type Contactor Items suitable Atlas make Compressor use As per Schneider BCH L T Siemens 
,,,,,,,,No,,Anaerobic Bacteria Inoculums 
,,,Drg 1,,,,,No,valve 2 KB 1143 consisting 26 ,Overhauling Kit Rake Test Rig RTR Feed Escort Items per Escorts 
,,,,,,,,No,Consisting 11 ,Overhauling Kit Single car test rig SCTR items per Escorts 
,,,,,,,,No,Size- 17 17 12 x12 4 crushed 100 ,Head Rest Cover double decker AC chair Light green colour Fabric Spec Polyster percent polyster sample approved consignee supply 
,SK-6-3-481 ,,Drg.no ICF/SK-6-3-481 Spec As pe,,,,,No,Grade 304 304 .750 304 1000 ,Stainless Steel Mug Chain ML As per ICF r Annexure 
,,,,,,alt black decker ,,No,GSB 10 power 500 load 0 load 2600 concrete- 10 steel- 8 dia 20 Chuck 1 Chuck 10 appx -1.5 ,Hand Drill Machine Model Input No Drilling 10 Drilling dia Drilling dia bosch dew 
,,,,,,,,No,jack 600 kit 20000038 ,Set Seal Multi stage KN Hydraulic Rerailing Equipment OEM part seal kit 
,,,,,,,,No,code 110035 ,Water Pressurizer Assembly LHB New Design Item AIKON 
,,,,,,,,No,jack 350 kit 20000042 ,Set Seal Step KN Hydraulic rerailing equipment OEM Part seal kit 
,,,,,,,,No,jack 1200 jack 600 kit 20000034 ,Sets Seal Kits Telescopic HC KN Hydraulic Rerailing Equipment OEM art Seal 
,,,,,,,,No,Item 110017 Item 1 ,Slide Valve Assembly complete Lower New SS box AIKON 
,,,,,,,,No,jack 100 jack 60 kit 20000043 ,Set seal Displacing KN Hydraulic rerailing equipment OEM Part seal kit 
,,,,,,,,No,capacity 200 kit 20000041 ,Set seal tilting jack KN Hydraulic rerailing equipment OEM Part seal 
,,,,,,,,No,Haulage 250 kit 20000382 ,Set Seal KN Hydraulic rerailing equipment OEM Part seal kit 
,,,,,,,,No,Jack 600 Jack 300 kit 20000052 ,Set Seal Telescopic LC KN Hydraulic Rerailing equipment OEM part seal kit 
,,,Drg no.ST 1423 ,,,,,No,,Angle Brackets top plate S As per attach Modified supply sample along offer 
,,,Drg no.ST 1310 ,,,,,No,-SS 304 ,Material As per Attach Modified Biodiester Use Firm supply sample along 
,,,,,,,,No,,Electric Pneumatic tools As per enclosed detail Annexure A 
,,,,,,,,No,Phase 220 Phase 240 Volt 50 Sweep 450 Watts- 360 Amp 1.7 E 18 18 1400 ,Exhaust Fan Single Hz AC RPM Air Compressure Drier Havels Crompton Marathon 
,,,,,,,,No,FAIVELEY 2 Part 1 Part 600008 ,Board To FTIL 
,,,,,,,,No,Board 03 Part 25089 ,Circuit KBI WSP LHB Double Decker Shatabdi 
,,,,,,,,No,Board 1 No 25799 No 01 ,Circuit KBI Part WSP LHB Double decker Shatabdi 
,,,,,,,,No,,DRDO ANAEROBIC BACTERIA INOCULUMS FOR BIO DIGESTERS Supply condition per Specification Annexure A 
,,,,,,,,No,G 16 Part .1135456 Part 20013 ,Speed Sensor KBI LHB Double Decker Shatabdi Bremse 
,,,,,,,,No,,Glassware Regents COD Fecal Coli Count Test Use As per List attached Annexure 
,,,,,,,,No,Consisting 06 ,A Set Saloon Sliding Door Spare Parts LHB Double Decker Coaches items per annexure Hanspal Mohan Rail JBM 
,SK-6-3-481 ,,Drg ICF/,,,,,No,Length- 650 650 02 S.S. 304 Item 6 6 7 7 6 7 3 7 481 ,Stainless steel Ring S.S. As per 
,,,,,,,,No,Jack 1200 Jack 600 kit 20000037 ,Set Seal Telescopic LC KN Hydraulic Rerailing equipment OEM part seal kit 
,,,,,,,,No,Liter 5000 Range 0.01 ml 999.9 ,Digital Micro Burettes following Continuous RS Volume micro Display ml Tarson Burosil Glaxo Digitrat 
,,,Drg No CG-11089 ,,,,,No,SS 304 Size- 5 CDIC 503 type 10 Nos.Total 20 ,Ball Valve Ball LH PTFE Seal IR use Each Atam Kartar Accu cast Banka Billoo 
,,,,,,,,No,,Electric Pneumatic tools As per enclosed detail Annexure A 
,,,,,,,,No,part 727807000 ,Compression Spring supporting Device AARH Type tight lock coupler LHB coaches Faiveley 
,SK.465 ,,,,,,,No,,Vertical Support Assembly Escorts parts LHB CBC Use 
,,,,,,,,No,size- 14.17 Inch 19.68 Inch 30 polyster 70 density 50 fabric 1400 ,Disposable PP Non Woven Face Inch percent percent viscose The Spunlace minimum weight The water holding capacity percentage Fabric human body laboratory test certificate National standard 
,SKAN Instruments ,,,,,,,No,Chamber 2 Chamber 4 Made 19 covered 0.8 S.S 316 SS 316 light 20 one 15 one 5 fumes 2 ,Fume Hood titration thick ply board outer thick mica interior fixed cemented asbestos sheet working platform covered acid resistant sliding slash fiber glass make move vertically concealed balance weight chamber fitted wash basin Water tap cock gas supply One flurescent tube W amp electrical plug fitted top chamber exhaust meter electric RESCHOLAR UTS 
,,,,QTY- 01 ,item no.3 30 ,,,Yes,WPC 5 WPC 4 WPC 005 IS 2553 IS 1990 consisting 02 detail 1 -size 1165 -size 860 -size 6 No 2 size- 860 size- 555 size- 5 -item 6 no-6 10 Total 40 ,A set Laminated Triplex Safety Glass edge round corner per ICF drawing Items specification per enclosed annexure SET As per Smoke No No 
,,,,,,,,No,S.S.Angel 24 Grade- 304 size- 25 size- 25 length 8 ,Each 
,SK-711 ,,,,,,,No,part 711 part 22 D22 8582 D22 103 ,SHANK WEAR PLATE FOR CBC LHB COACHES Escorts Faiveley part Escorts Faiveley knoor Bremse 
,,,,,,,,No,Specifications 250 B 200 . 690 V 8 V 415 KA 25 -25 100 percent 50 percent 60 Hz.Cat.A 40 C 60947 C 2 IEC-60947-2 60947 IEC-60947-2 2 timer 1600 ,MCCB Atlas air Compressor stabilizer use KV Ue V ICU terminal A Schneider electric Siemens Similar 
,,,,,,,,No,specification 1.0 radius- 1 .NB 10 10mm 100 100 75 75 2 NB 20 20mm 150 150 115 115 3 NB 25 25 150 150mm 115 115 4 NB 32 32 150 150 120 . 2.0 switches 7 . 3.0 thickness 8 8 4.0 height 5.0 . 5.0 kit 01 kit 01 ,Hydraulic Bending Machine As per Machine shouled capable bending pipes following radius different sizes MS seamless size pipe Max Bending NB 115 NB 150 . The Machine provided motorized hydraulic system bending including suitable pump motor hyd connections valves control . Machine capable bending pipe required size wall The machine supply suitable attechment accommodate suitable Safety system provide additional pressure switch cut supply maximum pressure . 5.0 Hydraulic systems seal kit 01 Set 
,,,,,,,,No,Strip 40 x 1.5 Length 20 ,M S width thickness x feet 
,,,,,,,,No,Santino 100 Size 75 x 150 ,Bath Towel percent Cotton Bombay Dyeing Reymonds Portico Sample Approved consignee 
,,,,,,,,No,Size 27 Size 27 Size 1.6 Length 20 Feet 1 per 2062 per 2011 Amnd 1 ,MS Angle Iron Each Approximate 
,,,,,,alt black decker ,,No,GSB 10 power 500 load 0 load 2600 concrete- 10 steel- 8 dia 20 Chuck 1 Chuck 10 appx -1.5 ,Hand Drill Machine Model Input No Drilling 10 Drilling dia Drilling dia bosch dew 
,,,drg No M1005854 ,,Item No.-5 ,Alt C DIN 3055,,No,cable 8 mm- 7 mm- 7 Length- 3000 3000 2 ,Wire per RCF Toycon 
,,,,,,,,Yes,Reducer 304 Grade-304 160 Grade-304 100 dia 160 Minimum 100 thickness- 1.5 length- 127 Reducing 2 C 16 C 02 ,S S Maximum flat per Drawing 
,,,,,,,,No,,Gauges Equipments As per annexure A 
,,,,Qty-01 ,,,,No,,Store bins crates As per enclosed details Annexure A SET As per 
,,,Drg JUDW/MECH/14-651 ,,,,,No,,Foot Rest Multi stage arrangement seat LHB shatabdi coaches As per 
,,,,,,,,No,cat 195 cat 3006 ,Soap Prayag similar 
,,,,,,,,No,nut 16 class 10 ,Nylock High tensile quality property prevalling torque Unbrako TVS 
,Sketch 81110 ,,,,,,,No,no- 8805 arrangement 9 ,Rake Test Rig As per specification Full rake test rig shall per RDSO RDSO test rig shall capable testing wagons twin pipe air brake system scope supply shall consist following items per RDSO sketch showing brake valve Check valve cut cocks pressure gauges Relay valve Angle cocks hose assemblies 
,,,,,,,,No,Washer 18 OD-18 9 Thickness 03 ,PVC Flexible Pipe BMBC FE Discharge Pipe Use 
,,,,,,,,No,blanket- 100 Size 1.5 x 2.20 ,Flannel Blanket cover percent Micropolyster fabric Blanket cover White cambric cotton Mtr Bombay dying Raymonds Portico Sample approved consignee 
,,,drg no.3 ,,,,,No,cock 1 part 023017000 Cock 1 g1-dn 25 ii 50176 ii 1 ii 1 KB 4465 KB 2 ,Isolating LHB coaches Faiveley Knorr Bremse e Escorts 
,,,,,,,,No,Jack 600 Jack 300 seal .20000051 ,Set Of Seal Kit telescopic HC KN Hydraulic Rerailing Equipment OEM 
,SK-K-3001 ,,,,,Alt-2 ,,Yes,,Nickle Polish Hammer Breaking window case Emergency As per RDSO Drawing 
,,,Drg No 3,,,,,No,G 1 G 2 KBI 81344 No 139369 -139369/KI .2909 part 790040330 ,Guard Emergency isolating cock adopter One way Similar Part Faiveley Faiveley Escorts 
,Sketch 81110 ,,,,,,,No,no- 8805 arrangement 9 ,Rake Test Rig As per specification Full rake test rig shall per RDSO RDSO test rig shall capable testing wagons twin pipe air brake system scope supply shall consist following items per RDSO sketch showing brake valve Check valve cut cocks pressure gauges Relay valve Angle cocks hose assemblies 
,,,,,,,,No,Glove 100 specification 1 GNF 1513 1513 15 Mil 13 Size 2 Compound 3 Series 4 4.Thickness 0.38 0.38 33 . 5 Green 6 Straight 7 Diamond 8 ,Hand percent NITRILE CE Certified As per size Flocklined L Specially formulated Nitrile Cotton Flocklined GNF Series Pattern Recessed DPL Safetywere JT Labor 
,,,,,,,,No,LED 360 charging 230 VAC 50 less 250 less 4 -- 30947 ,Battery operated rechargeable Hz single lumens backup less hrs light weight battery Philips ujjwal plus similar 
,,,,,,alt black decker ,,No,GSB 10 power 500 load 0 load 2600 concrete- 10 steel- 8 dia 20 Chuck 1 Chuck 10 appx -1.5 ,Hand Drill Machine Model Input No Drilling 10 Drilling dia Drilling dia bosch dew 
,,,,,,,,No,Specifications 250 B 200 . 690 V 8 V 415 KA 25 -25 100 percent 50 percent 60 Hz.Cat.A 40 C 60947 C 2 IEC-60947-2 60947 IEC-60947-2 2 timer 1600 ,MCCB Atlas air Compressor stabilizer use KV Ue V ICU terminal A Schneider electric Siemens Similar 
,,,,,,,,No,M 16 Din 985 ISO 10511 10511 10 ,Hex Head Nylock Nut Prevailing Torque type specification Coarse Thread Duly Mechanical white Zinc Unbrako TVS LPS 
,,,,,,,,No,bottles 60 ,Liquid Vaporizer Refill 
,,,,,,,,No,LED 360 charging 230 VAC 50 less 250 less 4 -- 30947 ,Battery operated rechargeable Hz single lumens backup less hrs light weight battery Philips ujjwal plus similar 
,,,,,,,,No,,Glassware Regents COD Fecal Coli Count Test Use As per List attached Annexure 
,,,,,,,,No,Rod 5 . 202 Length 12 ,Grade feet 
,,,Drg LD61134 ,,,,,No,,Plastic Knob consisting two parts snack table holding knob button Complete double decker shatabdi train use sample approved consignee supply 
,,,,,,,,No,Model- 101 Specification 60 Orbital 4 Rating 58 Rating 10 Permissible 100 power 30 range 0 range 2500 operation 127 operation 130 operation 160 Dia-127x130x160 -3.5 DIN 60529 DIN 21 60529-IP21 220 60529-IP21 240 Volts 50 ,Vortex Cyclomixers suitable inchargeable mixing Remi complete accessories Orbital Motor motor Motor W percent mins speed rpm Run type kg appx Protection class acc To Remi Abdos Jaisbo 
,,,drg No M1005854 ,,Item No.-5 ,Alt C DIN 3055,,No,cable 8 mm- 7 mm- 7 Length- 3000 3000 2 ,Wire per RCF Toycon 
,,,,,,,,No,Consisting 06 ,A Set Saloon Sliding Door Spare Parts LHB Double Decker Coaches items per annexure Hanspal Mohan Rail JBM 
,sky- martens closed cup facilities Lab Bio Diesel Testing Detail 1 .,,,,,,,No,per 34 indicator- 01 No 2 Handle- 01 . 3 Heating 01 . 4 Thermometer 0 Thermometer 200 C 01 . 5 Thermometer 0 Thermometer 50 C 01 No 01 ,Requirement Flesh point test PenPMCC As Energy Regulator Motorised stirrer Geared digital Spare 01 No Spare Porcelain Base No . IP 01 No . IP Thermometer C No 01 SET 
,,,,,,,,No,Detail 1 Bath 4 4 6 accessories 01 No 2 Bomb- 04 No 3 Tube- 6 No 4 IP 154 154 4 No 5 Chart- 1 No 1 ,Testing Apparatus corrosiveness copper Copper strip corrosion test apparatus test digital temp Con H indicator electric Stirrer inner Dully powder coated Supplied without Stainless No Inspection 6 No 4 Copper Strips per 4 No Copper Corrosion 1 No 1 SET 
,,,,,,,,No,Cover 1 cotton 745 cotton 2003 variety .12 variety .12 IS 1720 IS 1978 less 4 size 234 size 152 /- 1 Tag 30 Tag 10 size 5 ,Blanket The cloth blanket cover latest blanket cover stitched cotton thread variety no.12 per latest stitches nos cms corner stitched blanket cover indicating months manufacturing size Two colour printed Blue printed Orange equal quantity Before bulk supply firm produce approval 
,,,,,,,,No,capacity 09 std-IS 15683 ,Dry Chemical powder type fire extinguisher BC kg compatibility fire 
,,,,,,,,No,Phase 3 Output- 3 HP 220 Voltage-220 10 Volt 50 Hz 1440 ,Single Electric AC single phase Squirrel Cage induction motor 3 HP Foot Mounting F class Cooling Natural Shaft Mounted fan 
,,,,,,,,No,Odonil 125 ,Room Freshner spray perfume Lavander Sandle Jasmine Mogra Aqua Premium Ambi pure Air weak gm 
,,,,,,,,No,Specifications 250 B 200 . 690 V 8 V 415 KA 25 -25 100 percent 50 percent 60 Hz.Cat.A 40 C 60947 C 2 IEC-60947-2 60947 IEC-60947-2 2 timer 1600 ,MCCB Atlas air Compressor stabilizer use KV Ue V ICU terminal A Schneider electric Siemens Similar 
,,,Drg no.ST 1310 ,,,,,No,-SS 304 ,Material As per Attach Modified Biodiester Use Firm supply sample along 
,,,Drg no.ST 1423 ,,,,,No,,Angle Brackets top plate S As per attach Modified supply sample along offer 
,,,,,,,,No,Santino 100 Cotton 1 1set 02 Size 40 Size 60 ,Hand Towel percent pcs Bombay Dyeing Reymonds Portico sample approved consignee 
,,,drg no.3 ,,,,,No,cock 1 part 023017000 Cock 1 g1-dn 25 ii 50176 ii 1 ii 1 KB 4465 KB 2 ,Isolating LHB coaches Faiveley Knorr Bremse e Escorts 
,,,,,,,,No,,Procurement mini evacuator per specification Annexure A 
,,,,,,,,No,Glove 100 specification 1 GNF 1513 1513 15 Mil 13 Size 2 Compound 3 Series 4 4.Thickness 0.38 0.38 33 . 5 Green 6 Straight 7 Diamond 8 ,Hand percent NITRILE CE Certified As per size Flocklined L Specially formulated Nitrile Cotton Flocklined GNF Series Pattern Recessed DPL Safetywere JY Labor 
,,,drg no.3 ,,,,,No,cock 1 part 023017000 Cock 1 g1-dn 25 ii 50176 ii 1 ii 1 KB 4465 KB 2 ,Isolating LHB coaches Faiveley Knorr Bremse e Escorts 
,,,,,,,,No,Rod 5 . 202 Length 12 ,Grade feet 
,sket Teflon Handle forgea IS 1875 ,,Drg.No Mech/C W/WB HCV 1 ,,,,,No,handle 1 BSP 25 Specification 1 . 2 I 350 I 14329 WM350-IS:14329 2 WM 350 WM 14329 WM 350 WM 14329 IS 6911 IS 92 Cr 19 Ni 4 IS 6911 6911 92 Cr 19 IS 6911 IS 92 Cr 19 Ni 4 SS 6911 IS:6911 92 CR 19 Ni 4 SS 6911 SS 92 Cr 19 Ni 4 IS 1875 ,Hydrant Water control valve detachable Key As per specification 1 It following features Locking system Internal lock full way opening valve key consist following parts body Cover WM 350-IS:14329 Ball Spindle screw SS IS Cr 19 Ni Special Nut SS IS 6911-92 Cr 19 Ni 4 Lock Nut SS 92 19 Ni 4 Locking Plate SS Cr 19 Ni 4 Gasket Teflon Handle forgea IS CI V 
,,,,,,,,No,LED 360 charging 230 VAC 50 less 250 less 4 -- 30947 ,Battery operated rechargeable Hz single lumens backup less hrs light weight battery Philips ujjwal plus similar 
,Sketch coaching maintenance manual- Ref Stone india ltd. Drg no.59.91.0201 ,,,,,,,Yes,type 2 DRV2 450 DRV2 600 drawing 2 2KB 6952 ,SAB slack adjuster Barrel test Bench suitable testing SAB Ref Escort limited India similar 
,,,Drg SSB/BIO/JP/15/01 ,,,,,Yes,,Universal Operating Paddle bio Toilet As per drawing photo enclosed 
,SKETCH K-1054 ,,Drg SKETCH K-1054 Make- Escorts Faiveley Knoor-Bre,,,,,No,hose 20 ,Flexible Rubber side swivel nut Air spring suspension LHB double decker 
,,,,,,,,No,Consisting 07 ,A Set Spare Parts Pantery Car Gas Bhatti Item per Annexure enclosed 
,,,Drg LW56353 ,,Item no.23 ,,,No,LK 30 LK 50 ,Linear Motion Bearing Model japan RCF 
,,,,,,,,Yes,Container 250 Made 3 ,Liquid Soap ML Transparent Plastic Bottle fitted Nozzle Hand Pump APD Cover Thick Hard Plastic per Drawing attached 
,,,Drg No ICF/STD-5-6-015 ,,,ALT g ,,No,,Aluminium Ventilation Grill Toilet doors 
,,,Drg C W/JP/16/01 ,,,,,No,lock 20 ,Pad Lock Seal One time Or Similar As Tetra Tekseal similar 
,,,,,,,,No,SET 1 per 34 indicator- 01 No 2 Handle- 01 . 3 Heating 01 . 4 Thermometer 0 Thermometer 200 C 01 . 5 Thermometer 0 Thermometer 50 C 01 No 01 ,As Energy Regulator Motorised stirrer Geared digital Spare 01 No Spare Porcelain Base No . IP 01 No . IP Thermometer C No 01 
,,,,,,,,Yes,Container 250 Made 3 ,Liquid Soap ML Transparent Plastic Bottle fitted Nozzle Hand Pump APD Cover Thick Hard Plastic per Drawing attached 
,,,Drg.No Mech/C W/WB HCV 1 ,,,,,No,handle 1 BSP 25 ,Hydrant Water control valve detachable Key As per specification 
,,,,,,,,No,per 14609 ,ISI Marked Dry Chemical Powder fire extinguisher ABC fire use 
,,,,,,,,No,,Procurement Hydraulic lifting platform AC operated per specification Annexure A 
,,,,,,,,No,specification 1.0 radius- 1 .NB 10 10mm 100 100 75 75 2 NB 20 20mm 150 150 115 115 3 NB 25 25 150 150mm 115 115 4 NB 32 32 150 150 120 . 2.0 switches 7 . 3.0 thickness 6 6 4.0 height 5.0 . 5.0 kit 01 kit 01 ,Hydraulic Bending Machine As per Machine shouled capable bending pipes following radius different sizes MS seamless size pipe Max Bending NB 115 NB 150 . The Machine provided motorized hydraulic system bending including suitable pump motor hyd connections valves control . Machine capable bending pipe required size wall The machine supply suitable attechment accommodate suitable Safety system provide additional pressure switch cut supply maximum pressure . 5.0 Hydraulic systems seal kit 01 Set 
,,,,,,alt Black Decker ,,No,Dew 1 Dew 2 class 8.8 8.8 16 Tightening 350 speed 7000 7000 1 load 15 load .31 load .8 per -2.4 Holder- 1 Holder- 2 thread 1 thread 4 inner 10 ,Impact pneumatic Wrench spec Screw diameter quality Max Direction air consumption Weight kg 1/2 external square Connecting NPT hose Bosch 
,,,,,,,,No,SET 1 Bath 4 4 6 accessories 01 No 2 Bomb- 04 No 3 Tube- 6 No 4 IP 154 154 4 No 5 Chart- 1 No 1 ,test digital temp Con H indicator electric Stirrer inner Dully powder coated Supplied without Stainless No Inspection 6 No 4 Copper Strips per 4 No Copper Corrosion 1 No 1 
,,,,,,,,No,Model 4 range 0 0 450 C 32 32 840 Accuracy 2.0 percent 2 ratio- 12 ratio- 1 Repeatability 1 percent 1 ,Infrared Thermometer Features F Selection Laser Target pointer selection Data hold auto power Back light display Technical data Temp C F C distance percent 1 C soft carrying case Raytek Fluke HTC 
,,,,,,,,No,Phase 3 Output- 3 HP 220 Voltage-220 10 Volt 50 Hz 1440 ,Single Electric AC single phase Squirrel Cage induction motor 3 HP Foot Mounting F class Cooling Natural Shaft Mounted fan 
,Sketch coaching maintenance manual- Ref Stone india ltd. Drg no.59.91.0201 ,,,,,,,Yes,type 2 DRV2 450 DRV2 600 drawing 2 2KB 6952 ,SAB slack adjuster Barrel test Bench suitable testing SAB Ref Escort limited India similar 
,sketch enclosed material approved consignee supply ,,,,,,,No,L 550 550 550 W-550 670 model 22 ,Single Burner Gas Bhatti stainless steel Fitted burner complete fitting per rough 
,,,,,,,,No,Part .200013 ,Solenoid Valve Assembly Rotex Suitable Aikon Make CDTS Aikon Vibhu Darshan Amit 
,,,,,,,,No,GWS 14.4 14.4 2.6 part 2607335685 ,Battery Pack Ah Battery Operated window bar cutter Bosch Similar 
,,,,,,,,No,pipe 6 Dia 1 Dia 2 Pressure 350 350 400 nut 1 nut 2 ,Pneumatic Air Rubber Hose Inside Working PSI side criping 1/2 BSP Internal Gates Dunlup pix 
,,,,,,,,No,Cleaner 03 Blower 20 lt/sec 450 lt/sec 190 lt/sec 255 Dust 3 IEC 1100 Appx.Net 6 Suction 2100 mm/wc 230 ,Euro Clean Vacuum nos Extra Extention code LxWxH litre Input Power kg App . Forbs LG Samsung 
,,,,,,,,No,weight 26 ,Harpic Hygienic toilet rim block gm approximate Shelf life two year fragrance lemon jasmine Reckill Bensckiser jhonshon diversary 
,,,,,,,,No,Annexure 1 capacity 750 . 2 size 550 size 1000 boards 3 level 450 450mm 4 level 1200 1200 5 dia 200 . 6 ,CBC Draft Gear Replacement equipment As per Hydraulic operated lifting table plain without sailing height ground Maximum table height ground level Trolley wheel . Suitable hand operated hydraulic pump operate hydraulic cylinder suitable draw bar 
,SKAN Instruments ,,,,,,,No,Chamber 2 Chamber 4 Made 19 covered 0.8 S.S 316 SS 316 light 20 one 15 one 5 fumes 2 ,Fume Hood titration thick ply board outer thick mica interior fixed cemented asbestos sheet working platform covered acid resistant sliding slash fiber glass make move vertically concealed balance weight chamber fitted wash basin Water tap cock gas supply One flurescent tube W amp electrical plug fitted top chamber exhaust meter electric RESCHOLAR UTS 
,,,,,,,,No,GWS 14.4 14.4 2.6 part 2607335685 ,Battery Pack Ah Battery Operated window bar cutter Bosch Similar 
,,,,,,,,No,bottles 60 ,Liquid Vaporizer Refill 
,,,,,,,,No,Rating 30 Rating 120 volt 60 Voltage 415 Volt 10 Frquency 50 HTz 3 System 3 System 4 put 30 put 120 current 60 value 2 thickness 1.6 ,Battery Charger suitable charging Lister truck As per specification AC Input percent percent . DC Out Put Out put 60 amps stability set percent Construction machine body Minimum SS plate Enclosure chargers cubical location indoor 
,,,Drg No CC 35338 ,Qty-01 2 ,,alt.b -U clamp 25 ,,No,enclosed 1 clamp 20 pipe 12 pipe 195 size- 12 size- 208 CC 35326 alt.b 01 No 01 ,A Set Different Type U Clamp Consisting Two items per annexure Bore MS clamp per bore pipe MS clamp per Drg SET 
,,,,,,,,No,silicon 250 ,General Purpose sealent ml per pack self life one year date GP White Similar 
,,,,,,,,No,MRT 918 ,Data Retrival Unit software data analysis retrival Medha similar 
,,,,,,,,No,consisting 03 specification 1 Contactor 16 starter 415 COONN- 01 01 2 2 05 plug 30 suitable 05 Socket 01 No 3 3 05 socket 30 Suitable 05 plug.- 01 01 01 ,A set spare parts Jamalpur jack items NHD Amp Delta Pin Amp 05 01 05 Pin 30 amp 05 pin 01 01 SET 
,,,DRG.NO.LW56429 ,,,,,No,,LAVATORY DOOR HANDLE AS PER RCF 
,,,,,,,,No,apparatus 15 vessels 15 ware 15 size 40 volume 160 temp 150 C 1 Cap 15 size 15 size 20 range 0 0 500 timer 2 Dimension 475 475 295 mmx295 200 Power 230 V 50 spare 15 ,COD Digestion reaction 15 air condensers solid block heating unit glass 15 Reaction vessels air conditioners Vessel ml percent 15 samples time sample size ml ppm without dilution display PID display hours timer buzzer Aprox Hz tube rake 15 digestion tube Calibration certificate temperature indicator One year warranty BTI UTS MACRO Scientific 
,,,,,,,,No,Cleaner 03 Blower 20 lt/sec 450 lt/sec 190 lt/sec 255 Dust 3 IEC 1100 Appx.Net 6 Suction 2100 mm/wc 230 ,Euro Clean Vacuum nos Extra Extention code LxWxH litre Input Power kg App . Forbs LG Samsung 
,,,,,,,,No,pipe 6 Dia 1 Dia 2 Pressure 350 350 400 nut 1 nut 2 ,Pneumatic Air Rubber Hose Inside Working PSI side criping 1/2 BSP Internal Gates Dunlup pix 
,,,,Qty-02 ,,,,No,consisting 03 annexure 1 MCE 15 series 1 A-1 3 Amp 110 110 60 No 2 CE 15 Series 1 A-1 3 AC-3 73 A-73 37 -Qty- 02 No 3 CE 15 /series 1 A-1 3 AC-3 40 A-40 18.5 KW 02 No 01 ,A set Different type Contactor EOT Crane items per Contactor M A-1 AC-3 No Contactor CE A-1 AC-3 KW No BCH CG L T 
