UNIT *,PRODUCT CODE,DESCRIPTION,SPECIFICATION
4,60010639,"TOP SPRING SEAT FOR AXLE BOX GUIDE ARRGT.TO ICF DRG. NO. T-0-1-608, ALT. L/11, ITEM-1. MATL. AND SPECCN. IS:2062/2006, GRADE E250 CU,FE410W",
7,60010639,"TOP SPRING SEAT FOR AXLE BOX GUIDE ARRANGEMENT TO ICF DRG NO:T-0-1-608, ITEM:1, ALT:L/11, (SMALL L/11).",
10,60010639,"TOP SPRING SEAT AXLE BOX GUIDE ARRANGEMENT, DRG. NO.-T-0-1-608, ALT-L/11, ITEM-1, SPEC-IS:2062/2006 E 250 CU (FE 410W) QUALITY-C",
15,60010639,TOP SPRING SEAT FOR AXLE BOX GUIDE ARRANGEMENT TO ICF DRG.NO.T-0-1-608 ITEM-1 ALT. L/11. SPECIFICATION AS PER DRAWING.,
5,60010640,"COMPENSATING RING ( AXLE BOX ) 4 X ?250 X ?180  / BG-ICF,",MAT.SPECIFICATION : IS:2062 /2011 E 250 QUALITY C
3,60010652,PROTECTIVE TUBE COMPLETE FOR AXLE BOX GUIDE ARRGTT TO ITEM 1&3 (IN ASSEMBLED POSITION)OF ICF DRG.NO. T-0-1-610 ALT T&10.MAT & SPECN.AS PER DRG.,
1,60010664,"LOWER SPRING SEAT FOR AXLE BOX GUIDE ARRGT. TO ICF DRG. NO. DL-0-1-103, COL-II, ALT-Z/14, ITEM NO. 1 AND 2.
MATERIAL AND SPECIFICATION AS PER DRAWING.",
3,60010664,LOWER SPRING SEAT FOR AXLE BOX GUIDE ARRANGEMENT FOR T / C TO DRG. NO. DL - 01 -103 ALT. S / 13 OR  LATEST '',
4,60010664,"LOWER SPRING SEAT  FOR AXLE BOX GUIDE ARRGT. TO ICF  DRG. NO. DL-0-1-103. ALT. Y/14. ITEM 1&2, COL-II SPECN. AS PER DRG.",
5,60010664,LOWER SPRING SEAT  WITH TUBE FOR AXLE BOX GUIDE ARRANGEMENT BG,SPECIFICATION : AS PER DRG.
6,60010664,"LOWER SPRING SEAT FOR AXLE BOX GUIDE ARRANGEMENT TO DRG NO.DL-0-1-103, ALT.Z/14.",
7,60010664,"LOWER SPRING SEAT FOR AXLE BOX GUIDE ARRANGEMENT TO ICF DRG NO:DL-0-1-103, COL-II, ALT:Y/14.",
9,60010664,LOWER SPRING SEAT FOR AXLE BOX GUIDE ARRANGEMENT TO ICF DRG.NO.DL-0-1-103 ALT - Y/14. COL II.,DRG NODL0-1-10
12,60010664,LOWER SPRING SEAT FOR AXLE BOX GUIDE ARRANGEMENT TO DRG. NO. DL-O-1-103 ALT- 14 AND Z.,
13,60010664,"LOWER SPRING SEAT FOR AXLE BOX GUIDE ARRANGEMENT BG TO DRG. NO. DL-0-1-103 ALT  Z/14 COL.-II, ITEM NO. 1 AND 2, MATERIAL AND SPECIFICATION AS PER DRG. THE  NAME OF MANUFACTURER, YEAR AND MONTH OF MFG MUST BE MENTIONED ON ITEM IN 10MM SIZE READABLE.",
15,60010664,LOWER SPRING SEAT FOR AXLE BOX GUIDE ARRANGEMENT CONSISTING OF ITEM-1 & ITEM-2 TO ICF DRG. NO. DL-0-1-103 ALT Y/14  COL-II,
16,60010664,LOWER SPRING SEAT FOR AXLE BOX GUIDE ARRANGEMENT  TO DRG. NO.-,
3,60010676,LOWER SPRING,
7,60010676,"LOWER SPRING SEAT FOR AXLE BOX GUIDE ARRANGEMENT TO ICF DRG NO:DL-0-1-103, COL-II, ALT:Z/14.",
14,60010676,"LOWER SPRING SEAT TO DRG.NO.DL-0-1-103,COL.II, ALT`Z'. THE MANUFACTURER'S NAME,MONTH AND YEAR OF MANUFACTURING SHALL BE PUNCHED ON THE ITEM FOR IDENTIFICATION.",
24,60010676,LOWER SPRING SEAT FOR AXLE BOX GUIDE ARRGT. AS PER CC01103 ALT B,
3,60010688,DUST SHEET,
24,60010688,DUST SHIELD FOR AXLE BOX GUIDE ARRANGEMENT AS PER CC01105 ALT.'C',
2,60010731,SPRING HELICAL FOR AXLE BOX,
5,60010731,HELICAL SPRING,RDSO SPECIFICATION NO:
10,60010731,SPRING HELICAL FOR AXLE BOX WLRRM,
99,60010731,SPRING HELICAL FOR AXLE BOX,
2,60010743,"HELICAL SPRING  CENTRELESS GROUND  TO ICF'S DRG. NO. WTAC-0-1-202, ALT. NO."" Q/8"" OR LATEST AND RDSO'S SPECN. NO. WD-01-HLS-94(REV-3) OF  JANUARY 2009 OR LATEST",
3,60010743,"HELICAL SPRING ( CENTERLESS GROUND )  DRAWING NO. WTAC-0-1-202 ALT. ( Q ) & ( 8 )   SPECIFICATION:WD-01-HLS-94,(REV-3)",
4,60010743,HELLICAL SPRING CENTERLESS GROUND TO ICF,
6,60010743,"HELICAL SPRING FOR AXLE BOX OF AC COACHES
 DRG.NO.WTAC-0-1-202  ALT.S/8  SPEC.NO. WD-01-HLS-94 (REV.3) JAN.'09 WITH AMENDT.NO.OF SEP.16",
7,60010743,"HELICAL SPRING [DIA 33.5X4221MM) CENTRELESS GROUND FOR AXLE BOX GUIDE ARRANGEMEN CONFIRMING TO RDSO SPECN. NO. WD-01-HLS-94 (REV.3) TO ICF DRG. NO. WTAC-0-1-202, ITEM.1, ALT. R/8",
8,60010743,"HELICAL SPRING FOR CENTRELESS GROUND FOR AXLE BOX GUIDE ARRANGEMENT TO ICF'S DRG. NO. WTAC - 0 - 1 - 202, ALT.N/8, IT.1, MATL & SPECN. AS PER DRAWING WITH LATEST SPECIFICATION & CONFIRMING TO RDSO'S SPECN. WD - 01/HLS/94, REV.2/FEB2004 WITH AMENDMENT.2 OF JUNE 2004",
9,60010743,"""AXLE BOX HELICAL SPRING FOR AC COACH TO ICF DRG. NO WTAC-0-1-202, ALT Q/8 & CONFORMING  RDSO SPECIFICATION NO.WD-01-HLS-1994 [REV.3 OF   JAN.09][RSK CODE NO.A 03]",W 3TACO 120201
10,60010743,HELICAL SPRING FOR A/BOX,
11,60010743,HELICAL SPRING FOR AXLE BOX,
13,60010743,"HELICAL SPRING FOR AXLE BOX  BG/ AC  TO ICF DRG.NO.WTAC-0-1-202 ALT. R/8 , OR LATEST MATERIAL AND SPECIFICATION AS PER RDSO SPEC. NO.  WD-01-HLS-94 REV.-3 OR LATEST .",
15,60010743,"HELICAL SPRING (AC) FOR AXLE BOX GUIDE ARRANGMENT TO ICF DRG NO.  WTAC-0-1-202 ALT Q/8  TO RDSO REF DRG NO. WD-01-HLS/94, REV-02. FEB 04 AMEND-5",
24,60010743,HELICAL SPRING FOR AXLE BOX (YELLOW BAND) OF AC/SG& ART/TV AS PER AW01101 ALT. 'B' AND RDSO SPEC.  NO.  WD-01-HLS-94 REV. 3,
99,60010743,"HELICAL SPRING  CENTRELESS GROUND  TO ICF'S DRG. NO. WTAC-0-1-202, ALT. NO."" Q/8"" OR LATEST AND RDSO'S SPECN. NO. WD-01-HLS-94(REV-3) OF  JANUARY 2009 OR LATEST",
1,60010755,"HIGH CAPACITY HYTREL LOWER WASHER FOR PRIMARY SUSPENSION TO RDSO DRG. NO. CG-K-4059 ALT.4.MATERIAL AND SPECIFICATION RDSO SPECN. NO. CK 409 [REV.2] AND AMENDMENT SLIP NO. 3 OF SEPT-2010.
NOTE :-THIS ITEM IS RESERVED FOR RDSO APPROVED SOURCES ONLY.",
2,60010755,WASHER RUBBER (LOWER),
3,60010755,THERMOPLASTIC POLYESTER ELASTOMER. [HYTREL] LOWER WASHER FOR PRIMARY SUSPENSION . DRAWING NO. RDSO/ CG-K4059  ALT.[4]   SPECICAFITION. C-K409 [REV-2] [AMNDT-3],
4,60010755,"THERMOPLASTIC POLYESTER ELASTOMER HYTREL UPPER WASHER FOR PRIMARY SUSPENSION OF MAIN LINE BG COACHES TO RDSO DRG.NO.CG-K4058 ALT.3 AND RDSO SPECN NO. C-K409, REV.2 WITH AMDT. SLIP NO. 3 OF DEC. 2010.",
5,60010755,HYTREL LOWER  WASHER  WITH TOP AND BOTTOM LINER FOR PRIMARY SUSPENSION.,MTL. SPECN : C-K 409 ( REV-2 ) AMEND-3 & FOR LINER  AS PER DRG.
6,60010755,"THERMOPLASTIC POLYESTER ELASTOMER (HYTREL) LOWER WASHER FOR PRIMARY SUSPENSION OF AXLE BOX GUIDE ARRANGEMENT TO RDSO DRG.NO. CG-K-4059, ALT.4 AND SPECN. C-K 409 (REV.2) WITH AMENDMENT NO.3 OF SEP-10 .",
7,60010755,THERMOPLASTIC POLYESTER ELASTOMER [ HYTREL]  LOWER WASHER FOR PRIMARY SUSPENSION CONFORMING TO RDSO SPEC.NO.C-K409 [ REV.2]  AMENDMENT SLIP NO.3 OF SEPTEMBER 2010 TO RDSO DRG.NO.CG-K4059 ALT-4.,
8,60010755,"HYTREL LOWER WASHER FOR PRIMERY SUSPENSION TO RDSO'S DRAWING NO. CG - K4059, ALT.1, MATL. & SPECN. RDSO'S SPECIFICATION NO.C - K409 (REV. 1)/06.",
9,60010755,HIGH CAPACITY THERMOPLASTIC POLYSTER  ELASTOMER (HYTREL) LOWER WASHER FOR PRIMARY   SUSPENSION TO RDSO DRG.NO.CG-K-4059 ALT.4 CONFORMING TO RDSO SPECIFICATION NO.-C-K-409 (REV.2) WITH AMENDMENT SLIP NO. 2 OF DEC-2009.,RDSO R64-78
10,60010755,"THERMOPLASTIC POLYSTER ELASTOMER [HYTREL] LOWER WASHER FOR PRIMARY SUSPENSION OR MAIN LINE COACHES TO RDSO DRG. NO. CG- K4059, ALT.- 4 AND SPECN NO. C-K409, REV.2 OF DEC. 08 WITH AMENDMENT 03 OF SEPT. 10.",
11,60010755,"HIGH CAPACITY HYTREL LOWER WASHER, DRG/SPECN: DRG/SPECN: RDSO SPECN. C-K409 (REV-1), RDSO DRG NO. CG-K4059, ALT NO. 1","SPECN. C-K409 (REV-1),"
12,60010755,"LOWER RUBBER WASHER FOR AXLE BOX GUIDE ARRANGEMENT TO DRG NO T-0-1-601 ALT.- 15 AND U TO RDSO SPECN NO. R-64/98, REV.2 OF DEC. 2005.",
13,60010755,"HIGH CAPACITY THERMOPLASTIC POLYSTER ELASTOMER HYTREL LOWER WASHER  TO  RDSO DRG. NO.CG-K-4059 WITH ALT.-4, MATERIAL MUST CONFIRM TO RDSO SPEC. C-K409 WITH REV.- 2 AND AMENDMENT SLIP NO.3 OF SEP.2010.",
15,60010755,"HIGH CAPACITY THERMOPLASTIC POLYESTER ELASTOMER (HYTREL) LOWER WASHER FOR PRIMARY SUSPENSION OF BG MAINLINE COACHES TO SPECIFICATION NO. C-K-409 (REV-2 OF DECEMBER 2008 WITH AMENDMENT SLIP NO.3 OF SEP 2010) AND CONFIRMING TO RDSO DRG. NO. CG-K-4059, ALT.4",
16,60010755,"HIGH CAPACITY HYTREL WASHER (LOWER) FOR AXLE BOX GUIDE ARRANGMENT AS PER DRG. NO. CG-K 4059, ALT-1, TO RDSO SPECIFICATION NO. C-K-409 (REV.1).",
24,60010755,LOWER RUBBER  WASHER FOR PRIMARY SUSPENSION AS PER CC01126 ALT.'C' AND SPEC.NO. R-64 (REV.02),
99,60010755,WASHER RUBBER (LOWER),
2,60010767,"LOWER SPRING SEAT FOR AXLE BOX GUIDE ARRANGEMENT TO ICF'S DRG. NO. DL-0-1-103, COL.-II, ALT. NO.- Y/14.",
3,60010767,"LOWER SPRING SEAT, FOR AXLE BOX GUIDE ARRGT.  DRAWING NO.DL-0-1-103, ALT. [ Z ] AND [ 14 ]",
10,60010767,"LOWER SPRING SEAT FOR AXLE BOX GUIDE ARRANGEMENT TO ICF DRG. NO. DL-0-1-103, COL. II, ALT.- Z/14.",
99,60010767,"LOWER SPRING SEAT FOR AXLE BOX GUIDE ARRANGEMENT TO ICF'S DRG. NO. DL-0-1-103, COL.-II, ALT. NO.- Y/14.",
24,60010834,HELICAL SPRING FOR AXLE BOX OF 13T AS PER CC01129 ALT.'C'  AND RDSO SPEC.  NO.  WD-01-HLS-94 REV. 3,
3,60010846,"RUBBER PACKING RING FOR AXLE BOX GUID  ARRANGEMEMT,AS PER ICF DRG.NO.: T-0-1-632 ALT D / 7.",
7,60010846,"RUBBER PACKING RING FOR AXLE BOX GUIDE ARRANGEMENT [MANUFACTURER'S INITIALS CAN BE MOULDED] TO ICF DRG NO: T-0-1-632, ALT: D/7. (SHELF LIFE  ITEM.SHELF LIFE 15 MONTHS) SUPPLY SHOULD NOT BE MORE THAN ONE YEAR QUANTITY AT A TIME.",
15,60010846,RUBBER PACKING RING FOR AXLE BOX GUIDE ARRANGEMENT(MANUFACTURERS INTIAL CAN BE MOULDED) TO ICF DRG.NO.T-0-1-632 ALT D/7. SHELF LIFE PERIOD:09 TO 12 MONTHS FROM THE DATE OF MANUFACTURING.,
1,60010858,"DUST SHIELD SPRING FOR AXLE BOX GUIDE ARRANGEMENT TO ICF DRG. NO. T-0-1-607 ALT-K/15.
MATERIAL AND SPECN AS PER DRAWING.",
2,60010858,"DUST SHIELD SPRING FOR AXLE BOX GUIDE ARRANGEMENT TO ICF'S DRG. NO. T-O-1-607, ITEM NO.-1, ALT. NO.-J/15 OR LATEST.",
3,60010858,"DUST SHIELD SPRING, FOR AXLE BOX GUIDE ARRGT. DRAWING NO. T-0-1-607, ALT. [ J ] AND [ 15 ]",
4,60010858,DUST SHIELD SPRING FOR AXLE BOX GUIDE ARRGT. TO ICF DRG. NO. T-0-1-607 ALT. J/15. MATERIAL AND SPECIFICATION AS PER DRG.,
5,60010858,DUST SHIELD SPRING ?4X3035MM APPROX.FOR AXLE BOX GUIDE ARRANGEMENT,"MATERIAL SPECIFICATION  IS:4454 - 2001,PART-I, GR- 3 ,"
6,60010858,DUST SHIELD SPRING FOR AXLE BOX GUIDE ARRGT. TO DRG.NO. T-0-1-607 ALT.K/15.,
7,60010858,"DUST SHIELD SPRING FOR AXLE BOX GUIDE ARRANGEMENT TO ICF DRG NO:T-0-1-607, ALT: K/15",
9,60010858,DUST SHIELD SPRING FOR AXLE BOX GUIDE ARRANGEMENT TO ICF DRG N0. T-0-1-607.ALT.J/15.,T-0160701
10,60010858,"DUST SHIELD SPRING FOR AXLE BOX GUIDE ARRANGEMENT TO ICF DRG. NO. T-0-1-607, ALT.- J/15.",
12,60010858,"DUST SHIELD SPRING AXLE BOX GUIDE ARRANGMENT TO ICF DRAWING NO.T-O-1-607, ALT-J & 15. MATERIAL AND SPECN AS PER DRAWING.",
13,60010858,DUST SHIELD SPRING FOR AXLE BOX GUIDE  ARRANGEMENT TO  DRG N0. T-0-1-607 ALT.J/15 MATERIAL AND SPECIFICATION AS  PER TENDERED DRG.,
14,60010858,"SPRING DUST SHIELD TO ICF DRG. NO. T-0-1-607, ALT. F/10. MAT. AND SPEC. AS PER DRG.",
15,60010858,DUST  SHIELD SPRING FOR AXLE BOX GUIDE ARRANGEMENT TO ICF DRG.NO.  T- 0- 1- 607 ALT J/15 .,
16,60010858,DUST SHIELD SPRING FOR AXLE GUIDE ARRANGEMENT TO DRG. NO.-,
24,60010858,DUST SHIELD SPRING FOR AXLE BOX GUIDE ARRGT. AS PER CC01106 ALT C,
99,60010858,"DUST SHIELD SPRING FOR AXLE BOX GUIDE ARRANGEMENT TO ICF'S DRG. NO. T-O-1-607, ITEM NO.-1, ALT. NO.-J/15 OR LATEST.",
1,60010860,TOP SPRING SEAT FOR AXLE BOX GUIDE ARRANGEMENT TO ICF DRG. NO. T-0-1-608. ALT-L/11. ITEM NO. 1. MATERIAL AND SPECIFICATION AS PER DRG.,
2,60010860,"TOP SPRING SEAT FOR AXLE BOX GUIDE ARRGT. TO ICF'S DRG. NO.T-0-1-608,ITEM NO -1,ALT. NO. -'L/11'.OR LATEST.",
3,60010860,"TOP SPRING SEAT FOR AXLE BOX GUIDE ARRGTT. DRG. NO: T-0-1-608, ALT [L] AND [11] ITEM-1",
5,60010860,TOP SPRING SEAT 6 X ?265 FOR  AXLE BOX GUIDE  ARRANGEMENT,MATERIAL  SPECIFICATION  : IS 2062:2011 GRADE E 250 QUALITY C
6,60010860,"TOP SPRING SEAT FOR AXLE BOX GUIDE ARRANGEMENT TO DRG NO. T-0-1-608.ALT-1/11, ITEM.1.",
7,60010860,SPRING SEAT TOP FOR AXLE BOX GUIDE ARRANGEMENT,
12,60010860,"TOP SPRING SEAT FOR AXLE BOX GUIDE ARRANGEMENT TO ICF DRG.NO. T-0-1-608, ALT.11 & L.",
16,60010860,"TOP SPRING SEAT FOR AXLE GUIDE ARRANGEMENT TO DRG. NO.- T-0-1-608 ALT-11 & L, ITEM 1, IS: 2062-99 GR. FE 410 CU. WC OR IS: 2062/2006 GR. E 250 CUC.",
99,60010860,"TOP SPRING SEAT FOR AXLE BOX GUIDE ARRGT. TO ICF'S DRG. NO.T-0-1-608,ITEM NO -1,ALT. NO. -'L/11'.OR LATEST.",
1,60010871,"HYTREL UPPER WASHER FOR PRIMARY SUSPENSION TO RDSO DRG. NO.CG-K 4058.ALT.1.SPECIFICATION NO.C K 409.(REV 1.)
NOTE.:-THIS ITEM IS RESTRICTED TO RDSO APPROVED SOURCES ONLY.",
2,60010871,WASHER RUBBER (UPPER),
3,60010871,THERMOPLASTIC POLYESTER ELASTOMER [HYTREL]  UPPER WASHER FOR PRIMARY SUSPENSION. DRAWING NO. RDSO/CG- K 4058 ALT. [3]  SPECIFICATION: C-K 409[REV.-2] [AMNDT.-3],
4,60010871,UPPER RUBBER WASHER  FOR AXLE BOX GUIDE ARRGT.TO ICF        -I,R-64/98 REV-2)
5,60010871,"HYTREL UPPER  WASHER FOR PRIMARY SUSPENSION,",RDSO SPECN . NO.- C-K409 ( REV-2) AMEND-3
6,60010871,THERMOPLASTIC POLYESTER ELASTOMER (HYTREL) UPPER WASHER FOR PRIMARY SUSPENSION OF AXLE BOX GUIDE ARRANGEMENT TO RDSO DRG.NO. CG-K-4058 ALT.3 AND SPECN. C-K 409 (REV.2) WITH AMENDMENT NO.4 OF AUG-2016.,
7,60010871,"THERMOPLASTIC POLYESTER ELASTOMER [HYTREL] UPPER WASHER FOR PRIMARY SUSPENSION CONFIRMING TO RDSO SPEC NO.C-K409[REV-2] AMENDMENT SLIP NO.3 OF SEPTEMBER 2010.  TO RDSO.DRG NO/CG-K4058 ALT-3. SHELF LIFE NOT SPECIFIED, WARRANTY 30 MONTHS FROM THE DATE OF SUPPLY.",
8,60010871,"HYTREL UPPER WASHER FOR PRIMERYSUSPENSION TO RDSO'S DRAWING NO. CG - K4058, ALT.1, MATL. & SPECN. NO. C- K409 (REV.1)/06",
10,60010871,"THERMOPLASTIC POLYSTER ELASTOMER [HYTREL] UPPER WASHER FOR PRIMARY SUSPENSION OF MAIN LINE COACHES TO RDSO DRG. NO. CG- K4058, ALT.- 3 AND RDSO SPECN NO. C-K409, REV.2 OF DEC. 08 WITH AMENDMENT 03 OF SEPT. 10.",
11,60010871,UPPER RUBBER WASHER,
12,60010871,"UPPER RUBBER WASHER FOR AXLE BOX GUIDE ARRANGEMENT TO IRS/ICF DRAWING NO. T-0-1-609 ALT.[Q] & 11 AND TO RDSO SPECN NO R-64-98, REV.2 OF DEC-05.",
15,60010871,HYTREL UPPER WASHER FOR PRIMARY SUSPENSION  TO RDSO DRG.NO.CG-K-4058 ALT-3 AND TO RDSO SPECN C-K409  REV-2 ITEM 1,
16,60010871,"HYTREL UPPER WASHER FOR PRIMARY SUSPENSION TO RDSO DRG. NO.- CG-K4058, ALT-1, ITEM NO.-1.",
24,60010871,UPPER RUBBER WASHER FOR AXLE BOX GUIDE ARRGT. AS PER CC01127 ALT B AND AMENDMENT NO. 2 OF SEPTEMBER 2002 TO SPECIFICATION NO.R-64/98 (REVISION 1),
99,60010871,WASHER RUBBER (UPPER),
3,60010883,COMPANSATING RING FOR AXLE BOX GUIDE ARRANGEMENT  TO ICF DRG. NO. DL-0-1-105 ALT. 'C / 8'.,
6,60010883,COMPENSATING RING  FOR AXLE BOX GUIDE ARRANGENENT  DL-0-1-105  COL.II  ALT-C/8.,
12,60010895,"SET OF HYTREL UPPER & LOWER WASHER FOR PRIMARY SUSPENSION. ONE SET CONSISTING 16 NOS. UPPER & 16 NOS. LOWER WASHER TO RDSO DRG.NO. CG-K4058, ALT-3 ITEM 1 & DRG.NO. CG-K4059, ALT-4 ITEM-1,2 & 3 (16 NOS. EACH). MATERIAL SPECIFICATION IS AS PER DRG.",
16,60010895,"SET OF HYTREL UPPER AND LOWER WASHER FOR PRIMARY SUSPENSION.  ONE SET CONSISTING 16 NOS UPPER AND 16 NOS LOWER WASHER TO RDSO SPECIFICATION C-K-409 (REV-2), RDSO DRG.NO.CG-K-4058, ALT-3, ITEM-1 AND DRG.NO. CG-K-4059, ALT-4, ITEM-1,2&3.(16 NOS. EACH).",
1,60010901,"PROTECTIVE TUBE COMPLETE FOR AXLE BOX GUIDE ARRANGEMENT TO ICF DRG. NO. T-0-1-610. ALT-13/X, COL-II OR ALTERNATIVELY INJECTION MOULDED POLYACETAL PROTECTIVE TUBE TO ICF DRG. NO. T-0-1-648, ALT-F/NIL, AS PER RDSO STR NO. RDSO/2009/CG-03, AMENDMENT SLIP NO. 1 OF JULY 2013.",
3,60010901,PROTECTIVE TUBE COMPLETE FOR AXLE BOX GUIDE ARRANGEMENT TO DRG.NO T-O-1-610 ALT X /13.,
5,60010901,"PROTECTIVE TUBE (POLYACETAL) COMPLETE FOR AXLE BOX GUIDE ARRANGEMENT,",MAT.SPEC.-RDSO SPEC.-RDSO/2009/CG-03
6,60010901,,
7,60010901,"PROTECTIVE TUBE [POLYACETAL]  FOR AXLE BOX GUIDE ARRANGEMENT CONFORMING TO RDSO SPEC NO:RDSO/2009/CG-03 AMENDMENT SLIP NO.1 OF JULY 2013 TO ICF.DRG.NO.T-0-1-648, ALT.F/NIL.",
9,60010901,"PROTECTIVE TUBE COMPLETE ASSEMBLY AS PER  RCF DRG.NO.CC-01109 ALT-C.AND MATERIAL AS  PER RCF DRG.NO.= 1) CC 01119, ALT.A.AND   2)CC01128 ALT.A.  NOTE : MATERIAL FOR ITEM NO.1=IS:1161-1998: (REAFFIRMED-2003)GRADE-ERW-YST-210 AND FOR ITEM NO.2=IS-513-2008,WITH AMND.NO.1 OF JULY-2010,DESIGNATION-CR1-GRADE-440  IS ACCEPTABLE.",T-0-1-610
12,60010901,PROTECTIVE TUBE[POLYACETAL] FOR AXLE BOX GUIDED ARRANGEMENT TO ICF DRG.NO. T-0-1-648. ALT- 'F' RDSO/SPECN. RDSO/2009/CG-03[LATEST REVISION].,
13,60010901,PROTECTIVE TUBE POLYACETAL FOR AXLE BOX GUIDE ARRANGEMENT TO   DRG.NO. T-O-1-648  ALT. E  MATERIAL AND SPECIFICATION AS PER DRG.,
15,60010901,"INJECTION MOULDED POLYACETAL PROTECTIVE TUBE FOR AXLE BOX ARRANGEMENT TO ICF DRG. NO. T-0-1-648, ALT-D/NIL OR LATEST AND RDSO SPECIFICATION NO. RDSO/2009/CG-03 (REV.0 OF APRIL 2009) OR LATEST.",
16,60010901,"PROTECTIVE TUBE (POLYACETAL)  FOR AXLE BOX GUIDE ARRANGEMENT TO ICF DRG. NO T-0-1-648, ALT. 'F'  RDSO SPECN. RDSO/2009/CG-03 (LATEST REVISION)",
3,60010913,PROTECTING TUBE,
24,60010913,PROTECTIVE TUBE ASSEMBLY AS PER CC01109 ALT C,
3,60010937,"GUIDE BUSH, FOR AXLE BOX GUIDE ARRANGEMENT DRAWING NO. T-O-1-634, ITEM-2 ALT. (K) &(7)  SPECIFICATION :- C-8215[REV-2] AMENDMENT-1,",
5,60010937,"GUIDE BUSH / BG-ICF FOR AXLE BOX GUIDE ARRANGEMENT,","MATERIAL SPECIFICATION : ACETAL HOMOPOLYMER, C-8215(REV-2)"
8,60010937,"GUIDE BUSH FOR AXLE BOX GUIDE ARRGT.IN DESPOT OF ICF COACHES TO DRG. NO. RDSO'S SK. 84102, ALT.5, IT.1, STEP SIZE 'A', MATERIAL & SPECIFICATIO : ACETAL HOMOPOLYMER RDSO'S STR - C - 8215 (REV.2)",
11,60010937,GUIDE BUSH,
1,60010962,"CIRCLIP A-115 TO ICF/SK-0-1-182, ALT-E/NIL. ITEM NO. 3. MATERIAL AND SPECN: AS PER DRG.",
5,60010962,SPRING CLIP BG,BIS SPECIFICATION NO: IS-727-C-60 GRADE-3
9,60010962,"SPRING.CIRCLIP FOR AXLE BOX GUIDE ARRANGEMENT TO ICF DRAWING NO.ICF/SK-0-1-182.ALT-E, ITEM NO. 3.",T-1-614
13,60010962,CIRCLIP A-115 FOR MODIFIED AXLE BOX GUIDE ARRANGEMENT TO ICF DRG. NO. ICF/SK-0-1-182.ALT-E ITEM NO. 3. MATERIAL AND SPECIFICATION AS PER DRG.,
16,60010962,CIRCLIP A115 TO DRG NO SK-0-1-182 ALT D. ITEM 3 TO IS 3075-86 PART-1.,
1,60010974,GUIDE CAP FOR AXLE BOX GUIDE ARRANGEMENT TO IRS DRG NO.MISK-SK-2646.ALT.NO.1.,
2,60010974,"GUIDE CAP FOR ICF COACHES TO R.D.S.O'S SK.-85070, ITEM NO.- 3(THREE).OR LATEST.",
3,60010974,GUIDE CAP FOR TRAILER COACH AXLE BOX GUIDE ARRANGMENT TO ICF DRG.NO.T -0 - 615  ALT. W / 10 '',
4,60010974,GUIDE CAP FOR MODIFIED SECURING ARRANGT TO ICF                   -I,
5,60010974,GUIDE CAP /BG-ICF,"MATERIAL SPECIFICATION  IS:1875 ,ST CL-2"
6,60010974,"GUIDE CAP WITH SECURING ARRANGEMENT  ITEMS.1 TO 5 OF J AND TD.CW.PER.SR.DRG.NO.SK-708,ALT-NIL.",
7,60010974,"GUIDE CAP FOR AXLE BOX GUIDE TO RDSO DRG NO:RDSO/SK-85070, ITEM-3, ALT-3.",
9,60010974,GUIDE CAP FOR AXLE BOX ARRANGEMENT TO CWM/PL'S DRAWING NO. C/AB-104/C.ALT NIL,T0260201
10,60010974,"CAP GUIDE FOR AXLE BOX GUIDE ARRANGEMENT TO DRG. NO. T-0-1-636, ALT.- B/4.",
12,60010974,GUIDE CAP FOR AXLE BOX GUIDE ARRANGEMENT TO ICF DRG NO.T-O-1-615 ALT.11 & Y.,
13,60010974,GUIDE CAP FOR AXLE BOX ARRANGEMENT TO CWM/PL'SDRAWING NO. C/AB-104/C.ALT NIL,
15,60010974,GUIDE CAP FOR AXLE BOX GUIDE ARRANGEMENT TO IRS DRG NO.MISK-SK-2646.ALT.NO.1.,
16,60010974,GUIDE CAP FOR AXLE GUIDE ARGT. TO DRG. NO.-,
99,60010974,"GUIDE CAP FOR ICF COACHES TO R.D.S.O'S SK.-85070, ITEM NO.- 3(THREE).OR LATEST.",
6,60010998,,
2,60011012,"SPECIAL SCREW FOR AXLE BOX GUIDE ARRGT. TO ICF'S DRG. NO. T-0-1-616, ITEM. NO. 1, ALT. NO.L/15 OR LATEST.",
3,60011012,SPECIAL SCREW FOR AXLE BOX GUIDE ARRANGEMENT DRAWING NO. T-0-1-616 ALT. (L) & (15) ITEM-2.,
5,60011012,"SPECIAL SCREW FOR AXLE BOX GUIDE ARRANGEMENT / BG,MG,",MATERIAL  SPECIFICATION -AS PER DRAWING.
7,60011012,"SPECIAL SCREW  M16 FOR AXLE BOX GUIDE ARRANGEMENT TO ICF DRG NO: T-0-1-616, ITEM-2 ALT: L/15 [SMALL L/15].",
8,60011012,"SCREW SPECIAL FOR AXLE BOX GUIDE ARRANGEMENT. DRG. NO. ICF'S DRG. NO. T - 0 - 1 - 616, ALT.L/15, ITEM NO. 2, MATL. SPECN. IS-2062-2006 , GRADE DESIGNATION E-250 [FE 410 W] , QUALITY -A.",
11,60011012,SCREW SPECIAL AXLE BOX,
13,60011012,SCREW SPECIAL,
