"ITEM_CODE","DESCRIPTION"
"3098","SAB slack adjuster Barrel test Bench, suitable for testing of SAB type DRV2 450/600 Ref, drawing 2KB 6952 Escort limited faridabad and Sketch of coaching maintenance manual- Ref. Stone india ltd. Drg, no.59.91.0201 , Make- Escorts/SAB WABCO/Stone India or similar."
"3098","Liquid Soap Container 250 ML Transparent Plastic Bottle fitted with Nozzle and Hand Pump with APD Cover Made in 3mm Thick Hard Plastic as per Drawing attached."
"3098","Pillar Drill Machine V Belt driven single spindle with 20 mm drilling capacity. "
"3098","Bottle jack 30 ton capacity having screw extension up to 100 mm with safety lock nut and pump closed Height :270-285 mm, Hydraulic lift: 150-200 mm, Total extended Height 420-485 mm, RAM dia 75 mm approx, Base size 200x200 mm, body dia 146-160mm."
"3098","Hand Trolley double wheel barrow , As per specification:- Size:36 L x24 W x12 deep at handle x15 deep at opposite end, M.S. sheet body with 2 no s 24 dia T section wheels, made from 40x40x6 mm M.S. T and 2 no s handle made from MS angle and 2 no s M.S. legs made of 35x35x5 mm MS angle."
"3098","Single Coach Test rig SCTR , As per specification:- Single coach test Rig is to be utilized for testing of twin pipe graduated release air brake coaches with following features:-1. single coach test rig consisting of an automatic brake valve, which has three positons viz. position -1 over charge , position-2 charging and releasing , position-3 full service application , 2. should have reservoir, pressure reducing valves, pressure gauges for measuring brake pipe and feed pipe and feed pipe presure from 0 to 10 kg/cm2, 3.Inlet connection for air supply from air compressor should be provided with two coupling heads one each for brake pipe and feed pipe., 4. three extra pressure gauge of 0 to 10 kg/cm sq. with flexible hose size 3/8 to be provided as standerd accossories to check pressure in AR, BC and CR, 5. Hose assembly of suitable length for brake pipe and feed pipe should be provided with dummy couplings for each to reach the hose coupling of coach. 6. should be mounted on a trolley with provision of two caster wheels and one rest for stabling to enable easy shifting of loacation and fitted with handle for mobility.,Note:- Inspecting authority- RDSO/RITES. , AMC is not Required."
"3098","Indication bolt S.S./Latch for the single leaf lavatory door of LHB coaches to RCF Drg. no. CC 56437"
"3098","Flat Head Aluminium Rivet ,Size- 19x5 mm."
"3098","Contactor for SULLAIR Compressor, Tesvs-044216,37 KW, 440 V, 60 HP, IEC/EN 60947-1, Model no. LC 1 D 80, Make- Schneider or equilent, Model of BCH , Siemens, Havels, L and T."
"3098","MV Board CARD , To FTIL part no. 1/600006, Make- FAIVELEY."
"3098","Circuit Board PB03A, KBI Part no.-STN25089 for WSP of LHB Double Decker and Shatabdi coaches, Make- Knooe-Bremse."
"3098","Speed Sensor G 16, KBI Part no.1135456/20013 for LHB Double Decker and Shatabdi Coaches., Make- Knoor- Bremse."
"3098","MCCB for Atlas air Compressor stabilizer use, Specifications:- CVS-250 B, 200 Amp., UI-690 V, UIMP-8 KV, Ue V -415 - ICU KA -25, ICS-100 percent ,ICU-50/60 Hz.Cat.A 40 C, IEC-60947-2, IS/IEC-60947-2, with terminal and timer 1600 A adjustable, Make- Schneider electric, Siemens or Similar."
"3098","Circuit Board EBO1B, KBI Part No. STN25799/01 for WSP of LHB Double decker and Shatabdi Coaches., Make- Knoor -Bremse."
"3098","Exhaust Fan Single Phase, 220-240 Volt, 50 Hz, AC , Sweep 450 mm, Watts- 360, Amp 1.7, Class- E, 18 /1400 RPM , for Air Compressure Drier Use., Make- Havels, Crompton, Marathon."
"3098","SS Reducer for Bio digester Western Commode, Size 180/100 mm, Grade-304, as per NWR/JP Drawing no. SK-005."
"3098","1/2 Female thread QRC Socket with Check valve, fitted with Male thread QRC Plug without Check valve. Capacity- 10 Kg/Cm2 15 Plug 15 Socket , Make- Legric, Parker, tufit"
"3098","Recoiled Hose Polyurethane Tube, blue color, size-ID-8mm, OD-12mm, Length-20 Mtr. long with 1/2 BSP BSP Swivel nut Crimped on both side end, Working Pressure- 10 Kg cm2, Make- Legric, Parker, Tufit."
"3098","SS Reducer for Bio digester Western Commode, Size 180/100 mm, Grade-304, as per NWR/JP Drawing no. SK-005."
"3098","Push Type Flush Valve Made of high Impact Polystyrene Material HIPS 25 mm for lavatory of passenger coaches with inner threads as per ICF Drg. no. ICF/SK-6-3-425 Alt m/7., Make- CDC, RV, RNS or similar as approved by ICF."
"3098","1/2 Impact pneumatic Wrench, spec: Screw diameter quality class 8.8 -M16, Max. Tightening torque-350 Nm, No-load speed 7000 1/Min, Direction of rotation R-Right, L- Left - R/L, air consumption under load 15bzw.31.8 I/s/cfm, Weight as per EPTA-2.4 kg. Approximately, Bit Holder- 1/2 external square, Connecting thread 1/4 NPT, hose inner diameter-10 mm., Make- Bosch, Dewalt, Black and Decker, Chicago Pneumatic."
"3098","Hex.HD. Nylock nut M-16, High tensile quality with property class 10 prevalling torque type, Make- Unbrako, TVS"
"3098","Electronic Weighing Scale platform of class II, Cappacity- 500 kg, Resoulution 50 gms. pan/platformtolerance - 10 percent 700x700mm."
"3098","Isolating cock 1 part no. 023017000 for LHB coaches use, Make- Faiveley, Knorr Bremse no. Cock g1-dn 25 e ii 50176/1a1k , Escorts:- drg no.3 KB 4465/2."
"3098","Hand Glove 100 percent NITRILE CE Certified, As per specification.:- 1.Model and size :- Flocklined Series GNF 1513 15 Mil, 13 and L Size, 2.Material:- Specially formulated Nitrile Compound, 3.Exterior:- Cotton Flocklined GNF Series , 4.Thickness:- 0.38 mm, Length-33 cm., 5.Colour:- Green, 6.Cuff:- Straight, 7.Grip Pattern:- Recessed Diamond, 8.Make- DPL, Safetywere, JT Labor Protection App.co."
"3098","Supporting Device CPL, Faiveley part no. 727102000 for LHB CBC use."
"3098","Head Rest Cover with Stitching polyester crush 100 percent polyester, size- 17 x5.1/2 x13 , Color, Light green for LHB shatabadi AC chair car."
"3098","Isolating cock 1 part no. 023017000 for LHB coaches use, Make- Faiveley, Knorr Bremse no. Cock g1-dn 25 e ii 50176/1a1k , Escorts:- drg no.3 KB 4465/2."
"3098","Brake Cylinder -PBACM 254-130, FTIL Part No.4F-125187, For Hand Brake in LHB Power car coaches, Make-Faiveley."
"3098","A Set of different Type Contactor, Consisting 04 Items , suitable for Atlas make Compressor use, As per Annexure, Make- Schneider, BCH, L and T, Siemens."
"3098","Anaerobic Bacteria Inoculums "
"3098","Overhauling Kit for Rake Test Rig RTR Feed valve F2 to Escort s Drg. no. 1KB 1143 consisting of 26 Items as per annexure, Make- Escorts."
"3098","Overhauling Kit for Single car test rig SCTR Consisting of 11 items as per Annexure, Make- Escorts."
"3098","Head Rest Cover for double decker AC chair car, Size- 17 x12 x4 Light green colour , Fabric Spec:- Polyster crushed with 100 percent polyster. sample to be approved by consignee before supply."
"3098","Stainless Steel Mug with Chain arrangement ,S.S. Grade 304, Cap.750-1000 ML, As per ICF Drg.no. ICF/SK-6-3-481 Spec, As per Annexure,"
"3098","Hand Drill Machine, Model - GSB 10 RE, Specification- Input power 500w, No load speed-0-2600rpm, Drilling dia in concrete- 10 mm, Drilling dia in steel- 8 mm, Drilling dia in wood-20 mm, Chuck capacity-1-10 mm, appx. weight-1.5 kg. Make- bosch, dewalt, black and decker"
"3098","Set of Seal kit of Multi stage jack 600 KN for MFD Make- Hydraulic Rerailing Equipment OEM s part no. of seal kit: 20000038"
"3098","Water Pressurizer Assembly LHB New Design, Item code -110035-II, Make- AIKON"
"3098","Set of Seal kit of Step jack 350 KN for MFD make- Hydraulic rerailing equipment OEM s Part no. of seal kit: 20000042"
"3098","Sets of Seal Kits of Telescopic HC jack 1200/600 KN for MFD Make- Hydraulic Rerailing Equipment OEM s art no. of Seal kit 20000034"
"3098","Slide Valve Assembly complete Lower New with SS box, Item code-110017-1, Make- AIKON"
"3098","Set of seal kit of Displacing jack 100/60 KN for MFD Make- Hydraulic rerailing equipment OEM s Part no. of seal kit: 20000043"
"3098","Set of seal of tilting jack capacity 200 KN for MFD Make- Hydraulic rerailing equipment OEM s Part no. of seal kit: 20000041"
"3098","Set of Seal kit of Haulage Device-250 KN for MFD make- Hydraulic rerailing equipment OEM s Part no. of seal kit: 20000382"
"3098","Set of Seal kit of Telescopic LC Jack 600/300 KN for MFD , Make- Hydraulic Rerailing equipment OEM s part no. seal kit : 20000052"
"3098","Angle Brackets with top plate for S Trap., As per Drg. no.ST 1423 attach, for Modified Biodigester Use.Firm has to supply sample along with offer."
"3098","S-Trap , Material Grade -SS 304, As per Drg. no.ST 1310, Attach for Modified Biodiester Use, Firm has to supply sample along with offer."
"3098","Electric and Pneumatic tools As per enclosed detail at Annexure A "
"3098","Exhaust Fan Single Phase, 220-240 Volt, 50 Hz, AC , Sweep 450 mm, Watts- 360, Amp 1.7, Class- E, 18 /1400 RPM , for Air Compressure Drier Use., Make- Havels, Crompton, Marathon."
"3098","N2 Board , To FTIL Part no. 1/600008, Make- FAIVELEY."
"3098","Circuit Board PB03A, KBI Part no.-STN25089 for WSP of LHB Double Decker and Shatabdi coaches, Make- Knooe-Bremse."
"3098","Circuit Board EBO1B, KBI Part No. STN25799/01 for WSP of LHB Double decker and Shatabdi Coaches., Make- Knoor -Bremse."
"3098","DRDO ANAEROBIC BACTERIA INOCULUMS FOR BIO DIGESTERS , Supply condition as per Specification Annexure A "
"3098","Speed Sensor G 16, KBI Part no.1135456/20013 for LHB Double Decker and Shatabdi Coaches., Make- Knoor- Bremse."
"3098","Glassware and Regents for COD and Fecal Coli Count Test Use, As per List attached Annexure."
"3098","A Set of Saloon Sliding Door Spare Parts for LHB Double Decker Coaches, Consisting 06 items as per annexure enclosed. Make- Hanspal, Mohan Rail, JBM"
"3098","Stainless steel Chain Length- 650 mm, with 02 No s S.S. Ring on both Ends, S.S. Grade-304. As per Item no. 6 and 7 of Drg. no. ICF/SK-6-3-481"
"3098","Set of Seal kit of Telescopic LC Jack 1200/600 KN for MFD , Make- Hydraulic Rerailing equipment OEM s part no. seal kit : 20000037"
"3098","Digital Micro Burettes with following features: Type- Continuous RS, Volume micro Liter /Turn-5000, Display Range 0.01 ml to 999.9 ml, Make- Tarson, Burosil, Glaxo Digitrat."
"3098","Ball Valve with SS 304 Ball LH and RH, Size- 5 with PTFE Seal, IR Drg. No. CG-11089 CDIC no. K503 for Bio-Toillet use, Each type 10 Nos.Total 20 nos. ,Make- Atam, Kartar,Accu cast, Banka Billoo."
"3098","Electric and Pneumatic tools As per enclosed detail at Annexure A "
"3098","Compression Spring for supporting Device of AARH Type tight lock coupler for LHB coaches, part no. 727807000, Make- Faiveley."
"3098","Vertical Support Assembly, Escorts parts no. SK.465 for LHB CBC Use."
"3098","Disposable PP Non Woven Face Towel size- 14.17 Inch x19.68 Inch, 30 percent polyster and 70 percent viscose, The Spunlace Fabric should have a minimum weight density of 50 GSM gm/sq.mtr. . The water holding capacity percentage of the fabric should be 1400, Fabric should be Eco- Friendly and Non-Allergic to human body, with laboratory test certificate of National standard."
"3098","Fume Hood Chamber for H2SO4 titration: Made of 19 mm thick ply board outer covered with 0.8 mm thick mica, interior fixed with cemented asbestos sheet, working platform covered with S.S sheet-316 acid resistant, sliding slash: fiber glass make move vertically up and down with concealed balance weight, chamber is fitted with SS 316 wash basin, Water tap and cock for gas supply, One flurescent tube light of 20 W and one 15/5 amp. electrical plug fitted on top of the chamber to exhaust fumes, 2 meter electric cord, Make- RESCHOLAR, UTS, SKAN Instruments."
"3098","A set of Laminated Triplex , Safety Glass, edge round corner as per ICF drawing no. WPC TAC-5-4-005 and IS 2553-1990 part-I , consisting 02 Items, specification as per enclosed annexure , QTY- 01 SET As per detail:- 1 Smoke colour -size 1165x860x6 mm- item no.3 - 30 No s and 2 Frosted size- 860x555x5 mm -item no-6 - 10 No s Total 40 No s "
"3098","S.S.Angel , 24 SWG, Grade- 304, size- 25x25 mm. Each length 8 feet."
"3098","SHANK WEAR PLATE FOR CBC,PART NO.SK-711 FOR LHB COACHES, Escorts part no. SK711, and Faiveley part no. D22 8582-103, ,Make- Escorts, Faiveley , knoor Bremse"
"3098","MCCB for Atlas air Compressor stabilizer use, Specifications:- CVS-250 B, 200 Amp., UI-690 V, UIMP-8 KV, Ue V -415 - ICU KA -25, ICS-100 percent ,ICU-50/60 Hz.Cat.A 40 C, IEC-60947-2, IS/IEC-60947-2, with terminal and timer 1600 A adjustable, Make- Schneider electric, Siemens or Similar."
"3098","Hydraulic Bending Machine , As per specification:- 1.0- Machine shouled be capable to bending pipes following radius of different sizes of MS, seamless as mentioned below- S.no., size of pipe, Max Bending redius , min.Bending radius- 1 .NB 10mm, 100 mm, 75 mm, 2 . NB 20mm, 150 mm, 115 mm, 3 . NB 25 mm, 150mm, 115 mm, 4 . NB 32 mm, 150 mm, 120mm., 2.0 - The Machine will be provided motorized hydraulic system for bending including suitable pump, motor, hyd. connections, valves, switches 7 pressure control devices., 3.0 - the Machine should be capable for bending the pipe of required size of wall thickness up to 8 mm, 4.0- The machine will supply with suitable attechment to accommodate the suitable height. 5.0 - Safety system: provide the additional pressure switch to cut off the supply the maximum pressure., 5.0 Hydraulic systems spares:- A- seal kit 01 set, B.-Tool kit 01 Set."
"3098","M S Strip size,40 mm width x 1.5 mm thickness x Length 20 feet each."
"3098","Bath Towel Santino 100 percent Cotton, Size:- 75 x 150 Cm Make- Bombay Dyeing, Reymonds, Portico, Sample to be Approved by consignee"
"3098","MS Angle Iron, Size:- 27x27x1.6 mm, Length 20 Feet -1 Each Approximate. as per IS-2062/2011 Amnd. 1."
"3098","Hand Drill Machine, Model - GSB 10 RE, Specification- Input power 500w, No load speed-0-2600rpm, Drilling dia in concrete- 10 mm, Drilling dia in steel- 8 mm, Drilling dia in wood-20 mm, Chuck capacity-1-10 mm, appx. weight-1.5 kg. Make- bosch, dewalt, black and decker"
"3098","Wire cable, 8 mm- 7x7, as per RCF drg. No. M1005854 Alt C, Item No.-5 DIN 3055ss , Length- 3000 mm x2, ISI Mark- Toycon"
"3098","S S Reducer Grade-304, size-160/100 mm Maximum dia 160mm, Minimum dia.-100mm , thickness- 1.5 mm, flat surface length- 127mm, Reducing length-2 mm as per Drawing no. C and W/JP/16/02."
"3098","Gauges and Equipments As per annexure A "
"3098","Store bins and crates. As per enclosed details at Annexure A Qty-01 SET As per List , Make- Nilkamal/supreme/Brite."
"3098","Foot Rest Multi stage arrangement for seat for LHB shatabdi coaches, As per Drg. no. JUDW/MECH/14-651"
"3098","Soap Dish P.T.M.T cat no. 195/3006, Make- Prayag or similar."
"3098","Hex.HD. Nylock nut M-16, High tensile quality with property class 10 prevalling torque type, Make- Unbrako, TVS, LPS"
"3098","Rake Test Rig, As per specification:- Full rake test rig shall be as per RDSO Sketch no. 81110 of RDSO pamphlet no- C-8805, the test rig shall be capable of testing rakes of B.G. coaches/ wagons with twin pipe air brake system. the scope of supply shall consist of following items as per RDSO s sketch showing the arrangement.:- A-9 brake valve, Check valve, cut out cocks, pressure gauges, Relay valve, Angle cocks, hose assemblies."
"3098","PVC Washer OD-18 mm, ID-9 mm, Thickness of Washer-03 mm for Flexible Pipe of BMBC and FE Discharge Pipe Use."
"3098","Flannel Blanket with cover Fabric of blanket- 100 percent Micropolyster and fabric of Blanket cover:- White cambric cotton , Size:- 1.5 Mtr x 2.20 Mtr., Make- Bombay dying, Raymonds, Portico Sample to be approved by consignee ."
"3098","Isolating cock 1 part no. 023017000 for LHB coaches use, Make- Faiveley, Knorr Bremse no. Cock g1-dn 25 e ii 50176/1a1k , Escorts:- drg no.3 KB 4465/2."
"3098","Set Of Seal Kit of telescopic HC Jack 600/300 KN for MFD Make- Hydraulic Rerailing Equipment OEM s part no- of seal Kit.20000051"
"3098","Nickle Polish Hammer for Breaking window in case of Emergency, As per RDSO Drawing no. SK-K-3001, Alt-2."
"3098","Guard Emergency isolating cock with adopter One way G 1/2 , Similar to KBI Drg. No. 3A81344/KI and Part No. -139369/KI, I.F.2909 or Faiveley part no. 790040330, Make- Knoor-Bremse, Faiveley, Escorts."
"3098","Rake Test Rig, As per specification:- Full rake test rig shall be as per RDSO Sketch no. 81110 of RDSO pamphlet no- C-8805, the test rig shall be capable of testing rakes of B.G. coaches/ wagons with twin pipe air brake system. the scope of supply shall consist of following items as per RDSO s sketch showing the arrangement.:- A-9 brake valve, Check valve, cut out cocks, pressure gauges, Relay valve, Angle cocks, hose assemblies."
"3098","Hand Glove 100 percent NITRILE CE Certified, As per specification.:- 1.Model and size :- Flocklined Series GNF 1513 15 Mil, 13 and L Size, 2.Material:- Specially formulated Nitrile Compound, 3.Exterior:- Cotton Flocklined GNF Series , 4.Thickness:- 0.38 mm, Length-33 cm., 5.Colour:- Green, 6.Cuff:- Straight, 7.Grip Pattern:- Recessed Diamond, 8.Make- DPL, Safetywere, JT Labor Protection App.co."
"3098","Battery operated LED lantern-360 , rechargeable charging voltage-230 VAC, 50 Hz,single phase illumination- not less than 250 lumens, backup time -not less than 4 hrs, light weight, battery should be easily replaceable.Model--30947, Make- Philips, ujjwal plus or similar."
"3098","Hand Drill Machine, Model - GSB 10 RE, Specification- Input power 500w, No load speed-0-2600rpm, Drilling dia in concrete- 10 mm, Drilling dia in steel- 8 mm, Drilling dia in wood-20 mm, Chuck capacity-1-10 mm, appx. weight-1.5 kg. Make- bosch, dewalt, black and decker"
"3098","MCCB for Atlas air Compressor stabilizer use, Specifications:- CVS-250 B, 200 Amp., UI-690 V, UIMP-8 KV, Ue V -415 - ICU KA -25, ICS-100 percent ,ICU-50/60 Hz.Cat.A 40 C, IEC-60947-2, IS/IEC-60947-2, with terminal and timer 1600 A adjustable, Make- Schneider electric, Siemens or Similar."
"3098","Hex Head Nylock Nut M 16, Prevailing Torque type, specification:- Coarse Thread. Din 985, ISO 10511, Grade-10 Duly Mechanical white Zinc plated. Make- Unbrako, TVS, LPS"
"3098","Liquid Vaporizer Refill bottles 60 Nights , Make- All out/Good night/Baygon"
"3098","Battery operated LED lantern-360 , rechargeable charging voltage-230 VAC, 50 Hz,single phase illumination- not less than 250 lumens, backup time -not less than 4 hrs, light weight, battery should be easily replaceable.Model--30947, Make- Philips, ujjwal plus or similar."
"3098","Glassware and Regents for COD and Fecal Coli Count Test Use, As per List attached Annexure."
"3098","S.S Rod 5 mm dia., 202 Grade, Length 12 feet each rod."
"3098","Plastic Knob, consisting of two parts snack table holding knob and button Complete for double decker and shatabdi train use, sample to be approved by consignee before supply, Drg, no. LD61134"
"3098","Vortex / Cyclomixers suitable for inchargeable mixing heads, Model- CM-101 Remi with complete accessories, Specification:- Pwer-60, Shaking movement- Orbital, Orbital Dia-4mm, Motor type shaded-pole motor, Motor Rating input/Output-58/10 W . Permissible on time-100 percent power 30 mins,speed range -0-2500 rpm , Run type - Continuous/touch operation, Dia-127x130x160 mm, Weight-3.5 kg appx. Protection class acc. To DIN 60529-IP21, Supply-220/240 Volts, 50 Hz., Make- Remi, Abdos or Jaisbo."
"3098","Wire cable, 8 mm- 7x7, as per RCF drg. No. M1005854 Alt C, Item No.-5 DIN 3055ss , Length- 3000 mm x2, ISI Mark- Toycon"
"3098","A Set of Saloon Sliding Door Spare Parts for LHB Double Decker Coaches, Consisting 06 items as per annexure enclosed. Make- Hanspal, Mohan Rail, JBM"
"3098","Requirement for Flesh point test by Pensky- martens closed cup facilities in Lab for Bio Diesel Testing ,Detail as under:- 1 .PMCC As per IP:34 with Energy Regulator , Motorised stirrer Geared with digital temperature indicator- 01 No s, 2 . Spare Cup with Handle- 01 No., 3 . Spare Porcelain Base with Heating element-01 No., 4 . IP Thermometer 0-200 C - 01 No., 5 . IP Thermometer 0-50 C -01 No. 01 SET."
"3098","Testing Apparatus corrosiveness to copper Copper strip corrosion test apparatus Detail as under:- 1 . Bath for 4 to 6 test with digital temp. Con H and indicator with electric, Stirrer inner chamber of S.S and outer M.S. Dully powder coated Supplied without any accessories. -01 No. 2 . Stainless steel Bomb- 04 No s, 3 . Inspection Glass Tube- 6 No s, 4 . Copper Strips as per IP: 154 - 4 No s, 5 . Copper Corrosion Comparator Chart- 1 No s 1 SET."
"3098","Blanket Cover for 1st AC passengers- The cloth of blanket cover should be cotton IS745/2003 or latest variety no.12, blanket cover to be stitched by cotton thread to variety no.12 as per IS 1720/1978 or latest, the stitches should not be less 4 nos, size 234x152 /- 1 cms. Tag size-30x10mm in corner should be stitched in each blanket cover indicating months and year MM/YY or manufacturing in size of letters-5 mm , Two colour printed Blue and printed Orange in equal quantity, Before bulk supply , firm should produce both samples for feel/finish approval."
"3098","Dry Chemical powder type fire extinguisher BC having capacity 09 kg compatibility with indian std-IS 15683 , Make- Safes/ Minimax /Alfa fire."
"3098","Single Phase 3 HP Electric motor Motor type- AC single phase, Squirrel Cage induction motor, Output- 3 HP, Voltage-220 -10 Volt, Frequency-50 Hz. 1440 rpm, Mounting- Foot Mounting, Insulation class- F class Cooling - Natural Shaft Mounted fan ."
"3098","Room Freshner spray perfume, Lavander, Sandle, Jasmine, Mogra, Aqua Floral, Make- Premium, Ambi pure, Air weak, Odonil , Capacity-125 gm."
"3098","MCCB for Atlas air Compressor stabilizer use, Specifications:- CVS-250 B, 200 Amp., UI-690 V, UIMP-8 KV, Ue V -415 - ICU KA -25, ICS-100 percent ,ICU-50/60 Hz.Cat.A 40 C, IEC-60947-2, IS/IEC-60947-2, with terminal and timer 1600 A adjustable, Make- Schneider electric, Siemens or Similar."
"3098","S-Trap , Material Grade -SS 304, As per Drg. no.ST 1310, Attach for Modified Biodiester Use, Firm has to supply sample along with offer."
"3098","Angle Brackets with top plate for S Trap., As per Drg. no.ST 1423 attach, for Modified Biodigester Use.Firm has to supply sample along with offer."
"3098","Hand Towel Santino 100 percent Cotton 1set 02 pcs. Size:- 40x60 Cm, Make- Bombay Dyeing,Reymonds, Portico, sample to be approved by consignee"
"3098","Isolating cock 1 part no. 023017000 for LHB coaches use, Make- Faiveley, Knorr Bremse no. Cock g1-dn 25 e ii 50176/1a1k , Escorts:- drg no.3 KB 4465/2."
"3098","Procurement of mini evacuator as per specification at Annexure A"
"3098","Hand Glove 100 percent NITRILE CE Certified, As per specification.:- 1.Model and size :- Flocklined Series GNF 1513 15 Mil, 13 and L Size, 2.Material:- Specially formulated Nitrile Compound, 3.Exterior:- Cotton Flocklined GNF Series , 4.Thickness:- 0.38 mm, Length-33 cm., 5.Colour:- Green, 6.Cuff:- Straight, 7.Grip Pattern:- Recessed Diamond, 8.Make- DPL, Safetywere, JY Labor Protection App.co."
